ExtractDate,Id,Name,Contact,Venue,Cost,Eligibility,CoordinateReferenceSystem,GeoX,GeoY
05/06/2014,35fE2b5Lc2c,Morning Worship Junior Church at Tower Street Methodist Church,,"Tower Street Methodist Church
Tower Street
EXMOUTH
DEVON
EX8 1NT",Free.,from 5 years  up to 11 years ,WGS84,-3.41346,50.61873
05/06/2014,XZAcTGQXAf0,Morris Minor Owners Club - Devon Branch,"Miss. Lorna Moggridge
Secretary","Cowick Barton Inn
121 Cowick Lane
Exeter
Devon
EX2 9HF",Annual membership: £5,,WGS84,-3.54622,50.70876
05/06/2014,yI5wu7nBZIs,Morrison Bell Trust Blackmore Recreation Ground - Sidmouth,Mr. D Govier,"Michelmores Harston
Church Street
Sidmouth
Devon
EX10 8LT",Contact us for details,,WGS84,-3.23976,50.67909
05/06/2014,wL8mMDWES78,Morrisons Pharmacy,,"Coronation Road
Totnes
Devon
TQ9 5DF",,,WGS84,-3.68394,50.43204
05/06/2014,Vb1jI3KY6zc,Mortehoe Museum,info@mortehoemuseum.org.uk,"Mortehoe Heritage Centre
Mortehoe
Woolacombe
Devon
EX34 7DT",Contact us for details.,,WGS84,-4.20918,51.18525
05/06/2014,BXnojPNLfw8,Mortehoe Parish Council,,,,,WGS84,0,0
05/06/2014,XglH3xr8x6E,Mortehoe Play Area,,"Mortehoe Play Area
Mortehoe Station Road
WOOLACOMBE
DEVON
EX34 7EZ",Free.,from 4 years  up to 12 years ,WGS84,-4.17794,51.17708
05/06/2014,CxRuY7cOlwU,Mortgage Interest Direct Scheme,,,,,WGS84,0,0
05/06/2014,bYk2hwVIOd8,Mortons Pharmacy,,"Trinity Square
Axminster
Devon
EX13 5AN",Contact us for details,,WGS84,-2.99849,50.78212
05/06/2014,0bG1ooAsk54,Morwenna Court - Bournemouth Churches Housing Association,"Claire Hill
Project Leader
01392 427591
Mobile: 07966 808826
clairehill@bcha.org.uk","Morwenna Court
60b St Davids Hill
Exeter
Devon
EX4 4DS",Rent: £184.87 per week.,,WGS84,-3.53933,50.72707
05/06/2014,ZLkPdnA99sw,Motability,,,,,WGS84,0,0
05/06/2014,5M_7HOi_H_0,Motability Scheme County Garage Ltd,"Gwyn Llewellyn
Sales Manager","County Garage
Hollowtree Road
Barnstaple
Devon
EX32 8QJ",,,WGS84,-4.0427,51.07272
05/06/2014,VL5InxW4mig,Motability Scheme Taw Garages Ltd,"Harvey
Motability specialist
01271 347082
harvey.gavin@taw-ford.co.uk","Taw Garages
Victoria Road
Barnstaple
Devon
EX32 8NP",,,WGS84,-4.04819,51.07677
05/06/2014,IEL0pT9D_yA,Mother and Toddler Session at Exeter Olympic Gymnastic Club,michaeleuridge@btconnect.com,"Bull Meadow Road
Bull Meadow Park
EXETER
DEVON
EX2 4JF",,from 1 years  up to 4 years ,WGS84,-3.52687,50.71934
05/06/2014,TrwUdsVroW0,Mother's Union - Withycombe Raleigh,"Mrs J Evans
Branch Leader
01395 273113","St John the Evangelist Church Hall
74 Withycombe Road
Exmouth
Devon
EX8 3AE",Annual membership: £15,,WGS84,-3.40361,50.62795
05/06/2014,jnViUsSbZy8,Mothers Union - Axminster and District,"Mrs Jean Ray
Secretary
01297 32945
jeanmray@talktalk.net","30
Woodbury Way
Axminster
Devon
EX13 5RE",Contact us for details,,WGS84,-2.99682,50.77383
05/06/2014,Qca32VzBmus,Mothers Union - Dawlish,"Mrs A S Burgess
Branch Leader","Parish Church of St Gregory
Church Street
Dawlish
Devon
EX7 9AU",Contact us for details,,WGS84,-3.47884,50.58183
05/06/2014,9ibPVb_JtvQ,Mothers Union - Feniton,Mrs. Pauline Beabey (Branch Leader),,Annual membership: £10,,WGS84,0,0
05/06/2014,wFL86kdrWY4,Mothers Union - North Molton Parish Church,Jane Templeman,"The Old School Rooms
East Street
North Molton
South Molton
Devon
EX36 3HX",Annual membership: £13.50.,,WGS84,-3.80141,51.0537
05/06/2014,xZ2LjiCtDmU,Mothers Union - Seaton,Mrs Marilyn Coates,"St Gregorys Church Hall
Colyford Road
Seaton
Devon
EX12 2DF",Annual membership: £15.,,WGS84,-3.06841,50.71081
05/06/2014,UhCMeIMhkh0,Mothers Union - South Molton Parish Church,"Mrs. Kath Carter
Secretary","2
Church Street
South Molton
Devon
EX36 3BN",Contact us for details,,WGS84,-3.83541,51.01808
05/06/2014,mXQZBPozhSg,"Mothers Union - St Marys, Bideford","Mrs. Vera Reason
Branch Leader
01237 472150","St Mary's Church
Bideford
Devon
EX39 2BP",Annual membership: £14.,,WGS84,-4.20583,51.0166
05/06/2014,Ll492bmFXLw,"Mothers Union - St Pauls, Honiton","Mrs Anne Betley
Secretary
01404 46157","St Paul's Church
High Street
Honiton
Devon
EX14 1PG",Contact us for details.,,WGS84,-3.18789,50.80015
05/06/2014,LB-7GwyYQPY,"Mothers' Union - Exeter Diocese, Devon","01392 254126
office@mu-exeter.co.uk","St Sidwells Centre
Sidwell Street
Exeter
Devon
EX4 6NN",,,WGS84,-3.52564,50.72637
05/06/2014,VKJx5TqUJ8g,Mothers' Union - High Bray and Charles,"Mrs. R Edwards
Leader
01598 710375",,Contact us for details,,WGS84,0,0
05/06/2014,nGk71yQjIK4,Motor Neurone Disease Association - Exeter and East Devon,"Mrs. C Hopkins

chmnd16@aol.com",Exmouth,Contact us for details,,WGS84,0,0
05/06/2014,Ybrz0w8lzbE,Motor Neurone Disease Association - Speaker,"Mrs. Cynthia Hopkins
Secretary","16
Park Road
Exmouth
Devon
EX8 1TN",Donation.,,WGS84,-3.40952,50.62543
05/06/2014,xL8fq7Oxyok,Mount Dinham Cottage Trust,"Mr M Hopkins
Managing Agent","18
Southernhay East
Exeter
Devon
EX1 1QD",,,WGS84,-3.5259,50.72372
05/06/2014,FydbFzmATxE,Mount Gould Primary Care Centre,ply-pct@plymouthgp@nhs.net,"200
Mount Gould Road Plymouth Devon
PL4 7PY",,,WGS84,-4.11682,50.37882
05/06/2014,1AaYyUL-vgg,Mount House School,secretary@mounthouse.com,"Mount Tavy Road
TAVISTOCK
DEVON
PL19 9JL","Please contact for full details of fees.
Early Years Entitlement can be used for 3 and 4 year olds.
Sibling discount available.",from 3 years  up to 7 years ,WGS84,-4.12348,50.55194
05/06/2014,AiEedn7te88,Mount House School - Holiday Club,secretary@mounthouse.com,"Mount Tavy Road
TAVISTOCK
DEVON
PL19 9JL","Full or half days available, please contact for details of costs.",from 3 years  up to 9 years ,WGS84,-4.12348,50.55194
05/06/2014,KNfg6AXTTig,Mount Olivet Nursing Home,"Robert Hugh Gray
Managing Director
01803 522148","2
Great Headland Road
Preston
Paignton
Devon
TQ3 2DY",,,WGS84,-3.55782,50.45023
05/06/2014,cJLcqNxLoaQ,Mount Pleasant,,"21
Mount Pleasant Avenue
Weymouth
Dorset
DT3 5JF",,,WGS84,-2.46779,50.6324
05/06/2014,BXFGhWRqih0,Mount Pleasant Care Home,alan-peters@lineone.net,"Mount Pleasant Care home
26 Mount Pleasant Road
Newton Abbot
Devon
TQ12 1AS",,,WGS84,-3.60429,50.52717
05/06/2014,gnRaNPVL6uU,Mount Pleasant Health Centre,,"Mount Pleasant Health Centre
Mount Pleasant Road
Exeter
Devon
EX4 7BW",,,WGS84,-3.51593,50.73283
05/06/2014,IJeDKo5JXns,Mount Pleasant Health Centre (Dr Hellier),,"Mount Pleasant Road Exeter Devon
EX4 7BW",,,WGS84,-3.51593,50.73283
05/06/2014,XXkRj9Mq7Ns,Mount Pleasant Health Centre (Dr McFadyen),,"Mount Pleasant Road Exeter Devon
EX4 7BW",,,WGS84,-3.51593,50.73283
05/06/2014,7TfCy7S1MVw,Mount Pleasant Play Area,,"Mount Pleasant Play Area
Old Tiverton Road
EXETER
DEVON
EX4 6ND",Free.,up to 12 years ,WGS84,-3.51791,50.73287
05/06/2014,Ww2IIYR9QT8,Mount Tryon,"Mrs Valerie Baggott
Manager
01803 292077","Higher Warberry Road
Torquay
Devon
TQ1 1RR",null,,WGS84,-3.51413,50.46784
05/06/2014,J0tyb92zHiw,Mountbatten Nursing Home,,"82-84
Trull Road
Taunton
Somerset
TA1 4QW",,,WGS84,-3.11414,51.00445
05/06/2014,BsqmTrwkYqA,Mountlands Language School,english@mountlands.co.uk,"8
Rolle Street
EXMOUTH
DEVON
EX8 1HE",Contact us for details.,from 5 years  up to 99 years ,WGS84,-3.41365,50.61938
05/06/2014,7Mcp2Wm34oU,MouthPeace Dental Practice Wimborne,,"1
The Corn Market
Wimborne
Dorset
BH21 1JL",,,WGS84,-1.98894,50.79949
05/06/2014,W6n4gBmJoDo,MouthPeace Dental Practice Wool,,"Welham
Chalk Pit Lane
Wool
Dorset
BH20 6DW",,,WGS84,-2.22991,50.67611
05/06/2014,_IcvIRelprM,Move It and Music at Moorhayes Community Centre,tiverton@actionforchildren.org.uk,"Moorhayes Community Centre
Lea Road
TIVERTON
DEVON
EX16 6SU",,up to 4 years 11 months ,WGS84,-3.47774,50.91563
05/06/2014,7tgqamEOVV8,Movers and Groovers at Wonford Methodist Church,alan_rothwell1@sky.com,"Wonford Methodist Church
Burnthouse Lane
Wonford
EXETER
DEVON
EX2 6NG",,from 11 years  up to 16 years ,WGS84,-3.49831,50.7147
05/06/2014,YNBacupXSyw,Moving On at St Andrew's Church,admin@standrewscullompton.com,"Cullompton Community Centre
Pye Corner
CULLOMPTON
DEVON
EX15 1JX",,from 11 years  up to 14 years ,WGS84,-3.39165,50.85597
05/06/2014,gQtvE6q-Gxk,Moving On Together at Exeter Community Family Trust,admin@ecft.org.uk,"13-14
Okehampton Street
St Thomas
EXETER
DEVON
EX4 1DU",£25 per couple.,up to 80 years ,WGS84,-3.53936,50.71802
05/06/2014,nLeIm2FlGnw,Mowstead Road Play Area,,"Mowstead Road Play Area
Mowstead Road
BRAUNTON
DEVON
EX33 1BJ",Free.,from 4 years  up to 12 years ,WGS84,-4.17879,51.11255
05/06/2014,ykRXWHMeqAI,Moyses Meadow Play Area,,"Moyses Meadow Play Area
Moyses Meadow
OKEHAMPTON
DEVON
EX20 1JY",Free.,from 4 years  up to 12 years ,WGS84,-4.00719,50.73563
05/06/2014,KqMJPDMTj4w,Mr Frederick John Eaton,,"Meadow Court
Minehead Road
Taunton
Somerset
TA2 6NS",,,WGS84,-3.14286,51.03334
05/06/2014,uCvob6URJ_Y,Mr Nigel Jones - East Street,,"27
East Street
Blandford Forum
Dorset
DT11 7DU",,,WGS84,-2.16097,50.85637
05/06/2014,KdQ-rwjmohM,Mr Warwick Phillips and Mrs Deborah Phillips - 14-15 St James Road,,"14-15
St James Road
Exeter
Devon
EX4 6PY",,,WGS84,-3.52213,50.73017
05/06/2014,kBvFOCakQfk,Mrs A and Mr R Brooks - 5 Everton Road,,"5
Everton Road
Yeovil
Somerset
BA20 1UF",,,WGS84,-2.63783,50.93894
05/06/2014,IP_UQw6naUA,Mrs B Beeka-Varley: Speaker,"Mrs B Beeka-Varley

lirpba@hotmail.com",,Contact us for details,,WGS84,0,0
05/06/2014,CPXLKT-gieA,Mrs Ethelston's Church of England Primary School,admin@uplyme-mrsethelstons.devon.sch.uk,"Mrs Ethelston's Primary School
Pound Lane
Uplyme
LYME REGIS
DEVON
DT7 3TT",,from 4 years  up to 11 years ,WGS84,-2.95589,50.73675
05/06/2014,XIhg_8n5GbU,Mrs J Mills: Maths Tutor,"Mrs J Mills
Tutor",,,,WGS84,0,0
05/06/2014,0_iFkBzEsIk,Mrs Sandy Chenore: Private Tutor,"Mrs Sandy Chenore
Primary Class Teacher
01392 214815
07460 363002
schenore@hotmail.co.uk",EX2 9AA,£20 per hour plus travelling expenses (groups of children will receive a discounted rate).,,WGS84,-3.53692,50.71527
05/06/2014,0eo6h-j1NMg,Mrs Sarah Louise Vooght - Hill Park Road Residential Care Home,,"16
Hill Park Road Residential Care Home
16 Hill Park Road
Highweek
Newton Abbot
TQ12 1NU",,,WGS84,-3.62988,50.53525
05/06/2014,g_QnHBBt9VQ,MS Advocacy Project,"Sally Crozier
CAB Caseworker
01626 326170
msadvocacy@teignbridgecab.org.uk","Newton Abbot Citizen's Advice Bureau
36-38 Market Walk
Newton Abbot
Devon
TQ12 2RX",Free.,,WGS84,-3.61105,50.53051
05/06/2014,fp8Sw-1VsPY,MS Society South Devon Branch,mssouthdevon@hotmail.co.uk,"Buckland and Milber Community Centre
Gilbert Road
Buckland
Newton Abbot
Devon
TQ12 4HS",Annual membership: £5.,,WGS84,-3.58954,50.53024
05/06/2014,zMMnWG8a6C0,Muddy Puddles Nursery and Pre-school,maureenpayne2000@btinternet.com,"School House
Church Lane
Chawleigh
CHULMLEIGH
Devon
EX18 7HH","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer childcare vouchers accepted.",up to 5 years ,WGS84,-3.83142,50.89794
05/06/2014,M7VTQfhGP08,The Mulberry Bush Creche,c.hubble@toneleisure.com,"Rope Walk
KINGSBRIDGE
DEVON
TQ7 1HH","Low Income: £2.20 per session. 
Second Child: £2.00
ATL second child: £1.00.
24hrs notice of cancellation required. 
Place will be charged if notice of cancellation is not received.",from 3 months  up to 4 years ,WGS84,-3.77762,50.28042
05/06/2014,p7crzUh4Wnw,Mulberry Close Play Area,,"Mulberry Close Play Area
Mulberry Close
Whipton
EXETER
DEVON
EX1 3HX",Free.,up to 16 years ,WGS84,-3.48959,50.72603
05/06/2014,KPR--PLinzA,Mulberry Court and Scope Inclusion Dorset,,"Common Mead Lane
Gillingham
Dorset
SP8 4RE",,,WGS84,-2.28819,51.03266
05/06/2014,2MwfZMfb81s,Mulholland Care Limited,mulhollandcareltd@btinternet.com,"Unit 7
The Barns
Farm Road
Caddsdown Industrial Park
Bideford
EX39 3BT",£15 per hour. £13.78 direct payments,from 3 months  up to 99 years ,WGS84,-4.23324,51.00614
05/06/2014,uPSTIjEj6d8,Mullacott Equestrian Centre and Quads,hannah@mullacott.co.uk,"Honeycleave Farm
ILFRACOMBE
DEVON
EX34 8NA","Horse riding: £20 per hour.
Quad biking: £20 - £25 per 30 minutes.",from 2 years  up to 65 years ,WGS84,-4.12226,51.18872
05/06/2014,5oRrnKgZUqE,The Mullins Trust,gordon.lee@everys.co.uk,"Everys
46 New Street
HONITON
DEVON
EX14 1BY",,up to 99 years ,WGS84,-3.18744,50.79818
05/06/2014,2OrsMHZHkIk,Multi Sensory Impairment (MSI) Service,donna.lester@devon.gov.uk,"Family Support Service
George Street
EXETER
DEVON
EX1 1DA",,up to 19 years ,WGS84,-3.53209,50.7214
05/06/2014,Y8AkaNEn6uc,Multi-Agency Safeguarding Hub (MASH),mashsecure@devon.gcsx.gov.uk,"EXETER
DEVON
EX2 4QQ",,up to 18 years ,WGS84,-3.51749,50.71456
05/06/2014,WEEynex2_P4,Multilingua Devon CIC - Interpreting and Translation Service,"Anil Lee
Manager
01392 435385
info@multilinguadevon.co.uk","Room 2.35, Civic Centre
Paris Street
Exeter
Devon
EX1 1JN",,,WGS84,-3.52513,50.72473
05/06/2014,_lJQrifyt2k,Multiple Birth Group at Holsworthy Area Children's Centre,"Holsworthy Area Children's Centre

hacc@actionforchildren.org.uk","Holsworthy Area Children's Centre
Great Oak Meadow
Holsworthy
Devon
EX22 6EX",,up to 5 years ,WGS84,-4.35505,50.81345
05/06/2014,4rGPJe09fEQ,Multiple Births Group at Bideford Bay Children's Centre,"Bideford Bay Children's Centre

surestart.bideford@actionforchildren.org.uk","Bideford Bay Children's Centre
Victoria Park
Bideford
Devon
EX39 2QS",,up to 4 years 11 months ,WGS84,-4.20398,51.02685
05/06/2014,SrJH73hifoc,Multiple Sclerosis (MS) Society,"Mrs. M Sidney (Secretary)

bsmo@btinternet.com","The Pavilion
The Esplanade
Exmouth
Devon
EX8 2HP",Contact us for details.,,WGS84,-3.39738,50.61714
05/06/2014,H34DPqKUn_Y,Multiple Sclerosis - North Devon Information Centre,Centre Volunteers,"Reablement Bideford Hospital
Abbotsham Road
Bideford
Devon
EX39 3RH",Contact us for details,,WGS84,-4.22796,51.02109
05/06/2014,i4Bownh3nSY,Multiple Sclerosis Society - Bideford,"Mrs. Sally Parker
Secretary","Bideford
Devon
EX39 1BQ",Annual membership: £6.,,WGS84,-4.22055,51.04007
05/06/2014,l_C2UHQb24k,Multiple Sclerosis Society - Exeter Branch,"Kate Withecombe
Secretary","South West Multiple Sclerosis Therapy Centre
West Grange
Clyst Heath
Exeter
Devon
EX2 7EY",Contact for details,,WGS84,-3.47778,50.71163
05/06/2014,Od8zh0UNExA,Multiple Sclerosis Society Tiverton Support Group,"Mrs B Hill
Organiser
01884 252572
0845 6027621","Racehorse Inn
Tiverton
Devon
EX16 5JW",Annual membership: ?£5.,,WGS84,-3.49334,50.90363
05/06/2014,Njay8fSLxl8,Mum's n Buggies workout,"Marie Johns
Instructor
07810 204545
mariejohnsfitness@gmail.com","Tarka tennis centre
Seven Brethren bank
Barnstaple
N Devon
EX31 2AS",,,WGS84,-4.05963,51.07332
05/06/2014,t_zrg-76hnI,Mums and Toddlers Group,prephm@westbuckland.devon.sch.uk,"West Buckland Preparatory School
West Buckland
BARNSTAPLE
DEVON
EX32 0SX",,up to 5 years ,WGS84,-3.90272,51.06764
05/06/2014,TTts5VqmP6A,Munch Club at Cullompton Family Centre,admin@cullomptonfamilycentre.org,"Community House
57 Fore Street
CULLOMPTON
DEVON
EX15 1JT",£1 per adult. 50p per child.,up to 8 years ,WGS84,-3.3924,50.85595
05/06/2014,xRbnZcxfeBs,Munchkins,kate@munchkinsdaynursery.com,"1-2 Mount Radford Crescent
EXETER
DEVON
EX2 4EN","Baby fees (0-2 years):
£32.00 per session
£43.00 per day
£180.00 per week.

Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Pre-School fees (if not covered by funding):
£28.00 per session
£40.00 per day
£166.00 per week.

5% discount for 1-2 days attendance
10% discount For 3+ days attendance.
Discount for siblings.

Employer Childcare Vouchers can be accepted.",from 2 months  up to 5 years ,WGS84,-3.52307,50.71985
05/06/2014,XsfBNoGV7M0,Munchkins,,"1-2 Mount Radford Crescent
Exeter
Devon
EX2 4EW",,,WGS84,0,0
05/06/2014,Rmo7VxQV0c4,"Murray, V: Piano Tutor","Mrs. Victoria Murray
Tutor
07896 558545",,Contact us for details,,WGS84,0,0
05/06/2014,J_fQ_jkaF_8,Musbury Moles Pre-School,musbury_moles@yahoo.co.uk,"Musbury School
Musbury
AXMINSTER
Devon
EX13 8BB","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places can be offered to 2 year olds who qualify under the 2gether scheme.",from 2 years  up to 5 years ,WGS84,-3.02902,50.74561
05/06/2014,dCDYkXv0BjI,Musbury Moles Pre-school Parent and Toddler Group,musbury_moles@yahoo.co.uk,"Musbury School
Musbury
AXMINSTER
DEVON
EX13 8BB",£1 per session (toddlers),up to 4 years ,WGS84,-3.02902,50.74561
05/06/2014,z8CDbzYGfVk,Musbury Parish Council,,,,,WGS84,0,0
05/06/2014,D5vYSqwMyxU,Musbury Primary School,admin@musbury-primary.devon.sch.uk,"Musbury Primary School
Church Hill
Musbury
AXMINSTER
DEVON
EX13 8BB",,from 4 years  up to 11 years ,WGS84,-3.02902,50.74561
05/06/2014,6NavSZI7Wps,Musgrove Park Hospital,,"Musgrove Park Hospital
Taunton
Somerset
TA1 5DA",,,WGS84,-3.11978,51.01197
05/06/2014,eiVfIHpLiGU,Music and Drama at Chapel House Studios,info@chapelhousestudios.com,"Chapel House Studios
Station Road
TOTNES
DEVON
TQ9 5HW",Please see website.,from 10 years  up to 16 years ,WGS84,-3.68519,50.43204
05/06/2014,U40fvMyJiLs,Music and Rhymes for Toddlers at Treehouse Children's Centre,newtonabbotchildrenscentre@actionforchildren.org.uk,"Treehouse Children's Centre
Coronation Road
NEWTON ABBOT
DEVON
TQ12 1TX",Free. Donations welcomed.,up to 4 years 11 months ,WGS84,-3.6166,50.53111
05/06/2014,uVK9Qk7oO7g,Music Devon,admin@musicdevon.com,"154
Sidwell Street
EXETER
DEVON
EX4 6RT","£29 per hour, or pro rata for part of an hour. See website for full details.",from 4 years  up to 20 years ,WGS84,-3.52355,50.72711
05/06/2014,vkvkg0hQFpM,Music Group at Exmouth Young People's Centre,barry.trevett@devon.gov.uk,"Exmouth Young People's Centre
61 Imperial Road
EXMOUTH
DEVON
EX8 1AX",,from 13 years  up to 19 years ,WGS84,-3.41619,50.61762
05/06/2014,2bRzysz_zO0,Music Makers,admin@stmaryschurchbideford.org,"St Mary's Church
10 Church Walk
BIDEFORD
DEVON
EX39 2BP",£1 per session. £1.50 per session if more than one child.,from 1 months  up to 5 years ,WGS84,-4.20583,51.0166
05/06/2014,OtPj44yr3qE,The Music Mill,"Miss Lizi Mackey
Head of Dance and Performing Arts
01626 361999
info@themusicmill.co.uk","The Music Mill
Bradley Lane
Newton Abbot
Devon
TQ12 1LZ",Classes from £3.50.,from 3 years  up to 99 years ,WGS84,-3.61828,50.52951
05/06/2014,gwv1CAZY8f4,"Music Study Group, Sidmouth",Mrs. Meg Hartley,"Darlington Room
26 Abbeyfield Court
Station Road
Sidmouth
Devon
EX10 8NW",Contact us for details,,WGS84,-3.24039,50.67845
05/06/2014,955onYwortM,Music with Jacky at Holsworthy Area Children's Centre,hacc@actionforchildren.org.uk,"Holsworthy Area Children's Centre
Great Oak Meadow
HOLSWORTHY
DEVON
EX22 6EX",Free.,up to 5 years ,WGS84,-4.35505,50.81345
05/06/2014,2l_m-6n9wYI,Music with Mummy - Exeter,musicwithkerry@googlemail.com,"St James Church Hall
Mount Pleasant Road
Stoke Hill
EXETER
DEVON
EX4 7AH",,from 1 years  up to 3 years ,WGS84,-3.51568,50.73356
05/06/2014,2hwCKdsMKQk,Music with Mummy - Exmouth,"Karen Sims
Owner
07808 953169
classes@mymusicwithmummy.co.uk","Scott Drive Church Hall
Scott Drive
Exmouth
Devon
EX8 3NB",£5 per family per session. £4.50 with 10% discount when paid in advance.,from 1 years  up to 5 years ,WGS84,-3.41017,50.63498
05/06/2014,BnIyZ20s3EE,"Music with Mummy - Halsdon, Exmouth",classes@mymusicwithmummy.co.uk,"Scott Drive Church Hall
Scott Drive
Halsdon
EXMOUTH
DEVON
EX8 3LF",£5 per family per session. £4.50 with 10% discount when paid in advance.,from 1 years  up to 3 years ,WGS84,-3.40246,50.63571
05/06/2014,GByBjwiQOq0,Music with Mummy - Marldon,carol@musicwithmummyandcarol.co.uk,"Village Hall
Village Road
Marldon
PAIGNTON
DEVON
TQ3 1SJ",£3.75 per session. Discount for siblings.,from 1 years  up to 3 years ,WGS84,-3.59731,50.4595
05/06/2014,ekP-HsfEKm4,Music with Mummy - Staverton,office@st-christophers.devon.sch.uk,"St Christophers School
Staverton
TOTNES
DEVON
TQ9 6PF",£3 per session.,from 6 months  up to 5 years ,WGS84,-3.69422,50.46617
05/06/2014,2qhU3Kx9fYY,Music with Mummy - Stoke Fleming,carol@musicwithmummyandcarol.co.uk,"Stoke Fleming Village Hall
Stoke Fleming
DARTMOUTH
DEVON
TQ6 0QA",£3.75 per session. Discount for siblings.,from 1 years  up to 3 years ,WGS84,-3.60477,50.32556
05/06/2014,8uaU6S09Qnk,Music with Mummy - Topsham,classes@mymusicwithmummy.co.uk,"Dorothy Holman Youth Centre
Ferry Road
Topsham
EXETER
DEVON
EX3 0JW",£5 per family per session. £4.50 with 10% discount when paid in advance.,from 1 years  up to 3 years ,WGS84,-3.46926,50.68474
05/06/2014,knZLvxrFmdk,Musical Theatre at Chapel House Studios,info@chapelhousestudios.com,"Chapel House Studios
Station Road
TOTNES
DEVON
TQ9 5HW",Please see website.,from 7 years  up to 16 years ,WGS84,-3.68519,50.43204
05/06/2014,Y-31B_uaC2A,Musicians Union: Wales and SW England Region,"Paul Westwell
Regional Organiser","199
Newport Road
Cardiff
CF24 1AJ",Please contact for details,,WGS84,-3.15741,51.49014
05/06/2014,U1rkeedHm7w,Musikgarten,Kathryn & Mervyn Bedford (Proprietors),,£4.75 per session.,,WGS84,0,0
05/06/2014,EzGHGKFte7c,Musikgarten at Exeter,"Mervyn & Kathryn Bedford

mervynbedford@btinternet.com","Sidwell Street Methodist Church
60-64 Sidwell Street
EXETER
DEVON
EX4 6PH",,from 12 years 6 months  up to 5 years ,WGS84,-3.52117,50.72906
